tower_id,latitude,longitude
7500,26.922993337221794,18.49011856571601
7501,22.83535052827352,20.63109846905951
7502,26.762151984950318,20.81956683847051
7503,28.517534654396613,17.844007218563885
7504,24.658654750448928,16.223837921289995
7505,25.485204563577337,23.590505993027854
7506,28.72461659311118,24.981400781379897
7507,26.275081305062912,22.321412045469387
7508,28.935001621317042,22.618045718879948
7509,26.653704636391588,19.756317716385468
7510,23.058534039028775,20.13419675202134
7511,28.97714517327325,19.59856888553617
7512,27.280872715652492,16.625935435525292
7513,23.302471085379313,24.58459954312395
7514,27.277351016131846,21.30740836079849
7515,27.968684873662426,17.00602654886401
7516,26.648681855189352,22.190090549079834
7517,23.27817044509596,20.652679941425276
7518,22.936847732418258,19.73353239259228
7519,25.594346286862994,16.78507639256701
7520,24.850275501424598,18.35842553692929
7521,27.72779621306391,17.786654158874033
7522,23.655490392515443,19.47031863112383
7523,22.961628961843,17.805608452846876
7524,27.407191459493866,22.29186054581265
7525,24.785237982777545,21.68384337124933
7526,24.35672680059929,19.204343106458133
7527,27.18162362271237,22.081840710132624
7528,22.65548257509129,17.09068350452654
7529,28.999869311548338,16.86390330392658
7530,26.109616440942013,18.33396614946497
7531,28.542792555788765,21.230322957062683
7532,26.48770011012237,18.018540417151875
7533,28.091061162645694,19.06979299956197
7534,27.27824893812315,18.63508227494783
7535,25.57043884418168,20.179538661874886
7536,22.49563649014708,21.068431640719368
7537,25.96852181755728,20.955387978855253
7538,27.960802947316218,24.699445678614403
7539,26.109954972001763,18.808781228079674
7540,25.21503048131188,19.94412370855759
7541,24.923638213640043,22.714481475237513
7542,26.8580083977661,21.301424014517192
7543,23.48799717207063,20.05232324600805
7544,25.862765914836764,18.91436103524694
7545,28.519832019517498,19.674750962139363
7546,26.246295568129167,16.783534248345532
7547,28.539201958454758,24.433891732234343
7548,26.794991209232855,19.475705168569377
7549,23.266722988176586,20.441888567842433
7550,28.25194921317025,22.441010294552513
7551,22.862241651161973,23.360938499640497
7552,26.09139537536188,17.3846456278107
7553,26.835180332472234,22.27143824936022
7554,27.236519651935826,18.222178440571287
7555,23.68148642066804,23.96228926462614
7556,23.314144846337058,21.553240735244202
7557,27.262802189602183,21.357277758049563
7558,25.740647144074607,23.870901636551523
7559,26.4314362439989,24.90011895151501
7560,28.503563261532086,22.28115327993102
7561,26.51978379306867,24.281551840315927
7562,23.147338567272985,21.079613787199158
7563,24.81054740825484,22.121227745121132
7564,22.06376859713957,23.114333499849373
7565,27.590606234239246,17.08063581077088
7566,23.62189966592168,23.77207863748729
7567,26.884197178462028,22.341717717606375
7568,24.190192435837766,20.827169396165853
7569,24.217905765924677,17.91461765468356
7570,23.720495989112543,24.0033713548914
7571,22.38090822380967,18.295513319913262
7572,25.523800089750022,22.89313370392913
7573,23.05829393586673,21.791511838596215
7574,26.79120663434724,23.592526952275712
7575,26.019500109161143,18.604929254688454
7576,24.03577064080954,24.099940783111343
7577,22.039624514744037,22.474278746683016
7578,25.50357357047136,18.384279819292274
7579,27.494782003334354,16.484355351254955
7580,27.959048778021494,24.557408089459763
7581,25.11082044107217,21.78919059377624
7582,24.975997443587804,17.638373912189255
7583,22.221111088498997,18.056360677231293
7584,25.40554498699528,21.630604168085135
7585,23.387905110267447,19.93335516504084
7586,23.31295412709288,24.25307677619717
7587,28.23214184242032,17.056883790252687
7588,24.819392342384635,22.147006573716855
7589,27.075447027543788,22.719567684164268
7590,22.570069106623645,17.227121333183273
7591,27.387288228358997,16.101386798548166
7592,24.547753863751907,18.239451517117683
7593,28.47399992100206,16.986949423072776
7594,24.07342970450565,20.42679247891577
7595,26.42300228590435,21.216990240481657
7596,25.301139201416436,22.23410770525811
7597,23.46265803136129,20.632815276094924
7598,27.249032110900572,20.183654757985213
7599,23.491832666829772,22.371360021101996
7600,22.443835976079725,18.507497004790906
7601,27.519729381262795,17.658786057969635
7602,23.805142768496317,23.484877366663696
7603,28.677998848422497,23.534541563380337
7604,25.274214491126635,22.7926291647341
7605,23.60060638873699,18.64220369231603
7606,27.39813507787744,22.289955852294277
7607,24.530861061095475,20.76234378632569
7608,25.975732125757528,24.070082025337655
7609,28.96525897345608,17.253328173926022
7610,24.963983846218675,19.538516760980865
7611,24.030918475911758,22.416969924187317
7612,28.288668659475398,22.851152713175445
7613,25.017158469550836,17.79370433074945
7614,28.248684058054607,22.87864923682644
7615,26.73421621198678,16.966377534483048
7616,28.882535952818426,23.708305003557285
7617,25.042042409273183,22.243815396115323
7618,28.886246990062475,22.650322413722844
7619,25.6112612339532,18.88118926565486
7620,27.799428543741072,22.405660978875765
7621,22.33355126513961,24.199195174596746
7622,28.62698137920408,20.61251504061486
7623,24.971312703952677,24.3686235674381
7624,24.824243472377837,23.4085766861039
7625,25.810477954000124,24.250311988293625
7626,23.63174644727762,23.295773078446913
7627,23.181041656233162,17.719444170102896
7628,22.065085462643115,23.961356131821887
7629,25.00278716678754,20.208706279407235
7630,23.332125947984252,22.234301254786825
7631,28.629916935279205,18.024499885473958
7632,23.73295076690744,24.09167824107957
7633,27.44409617984016,18.458246564118227
7634,22.063605060217892,18.39315125936928
7635,26.08973755166141,22.101507226212117
7636,28.09102302485759,20.484181385444803
7637,27.386313017227817,21.728791582957818
7638,23.7698621343565,20.691448082840704
7639,27.589254542674013,16.971532587674975
7640,22.20314787890338,19.178647588322523
7641,24.412683127995525,24.118114148684533
7642,28.863116249541115,22.74802234328444
7643,24.496132594422715,22.546484007426645
7644,23.422146599835784,24.713270321148286
7645,24.439547188695627,23.106464178575006
7646,26.110900894355915,21.028184807029472
7647,28.080787796756898,22.725126217134274
7648,22.08039344430206,19.528929227937457
7649,27.764460205634286,19.95480176486004
7650,24.127374820116344,22.200246794995845
7651,27.18017079060291,16.695121338483894
7652,24.700000368937467,22.546821757731163
7653,22.31020738169297,16.26216801655607
7654,28.986681475714928,22.56644663224428
7655,24.630309629714137,16.100820144105555
7656,22.26385384542341,16.122775393957276
7657,22.416765004840467,24.781124694773432
7658,24.85602504752591,16.165912941367587
7659,23.131553831531452,22.3324078319191
7660,28.741056894425128,21.978501673323134
7661,25.378029655416576,22.737894442139293
7662,28.55288379094183,20.87691882985815
7663,27.844165627497638,16.611813587237503
7664,22.415101894420275,18.70357656352184
7665,26.641114470941133,21.46679709831062
7666,27.52690622567271,24.268344117508896
7667,27.41498302253476,17.665117515403693
7668,28.949859794596897,20.501835271302618
7669,23.21500334567095,24.719479123531215
7670,26.90622978132008,19.75308595847095
7671,24.030775280613557,20.51721272162711
7672,23.921276420006095,21.633268502434497
7673,22.48758852209701,19.69866598123253
7674,25.312886862957246,16.276761339274813
7675,27.93705994408223,23.18840643553073
7676,25.514925882175906,20.51573910491186
7677,24.282898603469288,22.526105796006064
7678,26.461308594838314,24.666267660117114
7679,24.466513918926246,20.02894108353025
7680,25.45598448113227,18.292284606628712
7681,24.431985810339036,17.227787405984113
7682,23.512037468532096,16.91624747298969
7683,23.371483315182083,24.283558602500165
7684,28.80454837369132,18.759424415771996
7685,24.719535014555756,20.251898222147076
7686,24.500570088801375,19.3769905677293
7687,25.4364631408924,19.020549952192894
7688,25.617858209209313,22.878243299258923
7689,28.39757076183693,24.68875367508754
7690,25.79022469253346,22.93766621983267
7691,27.18621817048886,18.827126928199473
7692,23.97088861321159,17.64333116347629
7693,23.703530742098238,18.458613570905648
7694,25.761106863595092,19.46446713369791
7695,24.227619999476477,20.24475971288524
7696,25.177454524216703,16.402073793868233
7697,22.787395937064023,23.3384085801719
7698,23.327311207746963,17.88836014059648
7699,28.512019588631315,22.880646809979837
7700,23.229340987885944,23.249535880537856
7701,23.12028617829432,24.362206333660808
7702,23.224390371940274,18.22825638251547
7703,22.153769564178166,20.4339187745589
7704,28.625172417189916,17.705285655164868
7705,27.581285854697654,16.03768290414689
7706,22.93274946339741,17.34804518407806
7707,24.868967692861474,18.94087808779947
7708,23.700020842295768,17.276130316553218
7709,25.836078304182283,20.148597719145894
7710,23.40683473535273,17.391123725892168
7711,28.361934805364395,20.93840854784756
7712,24.924187904809425,20.530305075252727
7713,23.785213642743596,23.64347446786223
7714,28.182532946375616,22.155037242005424
7715,27.366862972666183,18.820114812364015
7716,23.627241120352757,21.491124707943875
7717,27.44741987511947,19.093827794248444
7718,27.839784274325098,18.649983929681802
7719,23.785113645266172,20.29112180117496
7720,26.662381389604427,22.771373257975196
7721,27.186026775012756,20.022877715920238
7722,25.16266132373727,20.876724402122086
7723,26.750631049197974,18.87363196424248
7724,24.55607870095571,20.230830947442946
7725,25.6595146777764,19.434137586997796
7726,23.080005147399316,17.585198814309422
7727,26.324799719615562,22.78384719605598
7728,28.665691089672144,19.470582594391654
7729,26.304831390996487,18.4648773835206
